Order_ID,Order_Date,Customer_ID,Product,Category,Region,Quantity,Revenue,Profit
1111,2026-08-12,C042,Headphones,Electronics,Hyderabad,5,37755,9199
1112,2026-03-07,C068,Laptop,Electronics,Bangalore,1,56957,7936
1113,2026-01-02,C068,Bookshelf,Furniture,Pune,6,61218,14011
1115,2026-08-12,C070,Desk,Furniture,Kolkata,2,25668,6155
1116,2026-05-11,C322,Shoes,Apparel,Hyderabad,5,9595,2636
1118,2026-08-12,C183,Jacket,Apparel,Delhi,2,9298,2920
1122,2026-08-06,C089,Makeup Kit,Beauty,Mumbai,4,13104,5205
1123,2026-03-10,C102,Smartwatch,Electronics,Pune,1,16522,3122
1124,2026-03-04,C022,Phone,Electronics,Pune,5,297340,27658
1128,2026-07-04,C050,Vacuum Cleaner,Home,Mumbai,2,8298,1630
1130,2026-08-08,C242,Perfume,Beauty,Unknown,1,1459,493
1131,2026-07-12,C112,Phone,Electronics,Mumbai,6,294864,24412
1136,2026-04-12,C402,Sofa,Furniture,Bangalore,1,20479,3675
1139,2026-04-03,C442,Smartwatch,Electronics,Hyderabad,3,24150,4956
1141,2026-07-06,C035,Shoes,APPAREL,Kolkata,5,14050,3640
1142,2026-07-09,C141,Jeans,Apparel,Pune,4,8904,2616
1146,2026-05-06,C113,Speaker,Electronics,Kolkata,3,12894,2694
1154,2026-02-03,C135,Perfume,Beauty,Pune,6,11682,3505
1156,2026-06-03,C447,Smartwatch,Electronics,Chennai,4,40472,6355
1158,2026-05-10,C262,Desk,Furniture,bangalore,5,59475,13954
1163,2026-01-12,C140,Phone,Electronics,kolkata,6,329832,32754
1164,2026-07-07,C197,Jeans,Apparel,Pune,3,6420,1898
1169,2026-06-11,C061,Speaker,Electronics,delhi,4,44432,7441
1172,2026-06-02,C347,Vacuum Cleaner,Home,Pune,6,102852,16617
1178,2026-07-06,C384,Phone,Electronics,Mumbai,5,132380,11417
1179,2026-08-10,C227,Table,Furniture,Mumbai,1,11742,-506
1185,2026-04-12,C186,Speaker,Electronics,Mumbai,2,5398,1183
1187,2026-03-10,C306,Table,Furniture,Chennai,5,79885,15479
1192,2026-06-09,C081,Speaker,Electronics,Kolkata,2,12270,2650
1196,2026-05-09,C447,Chair,FURNITURE,Bangalore,3,19332,3992
1198,2026-04-06,C262,Table,Furniture,Mumbai,2,30882,6768
1200,2026-07-02,C476,Smartwatch,Electronics,Bangalore,4,59084,9544
1204,2026-08-07,C438,Table,FURNITURE,Hyderabad,3,30981,5823
1206,2026-02-03,C137,Makeup Kit,Beauty,Delhi,2,2848,1022
1210,2026-05-02,C274,Headphones,Electronics,Pune,5,33610,6750
1212,2026-05-10,C143,Camera,ELECTRONICS,Delhi,4,136512,20051
1213,2026-04-09,C391,Shoes,Apparel,Hyderabad,4,23172,6275
1214,2026-06-11,C096,Perfume,Beauty,Pune,4,16032,5535
1217,2026-04-10,C257,Phone,Electronics,Bangalore,1,52377,6514
1219,2026-02-09,C056,Sofa,furniture,Chennai,6,104640,16969
1221,2026-06-09,C151,Chair,Furniture,Mumbai,3,17865,4573
1224,2026-01-02,C248,Perfume,Beauty,Bangalore,1,1644,534
1225,2026-02-04,C262,Makeup Kit,Beauty,Kolkata,1,2465,765
1227,2026-07-12,C177,Camera,Electronics,Hyderabad,6,255204,39387
1232,2026-04-05,C407,Cookware Set,Home,Hyderabad,5,15745,3059
1233,2026-04-07,C135,Shoes,Apparel,Pune,4,18896,4232
1234,2026-02-08,C350,Headphones,Electronics,kolkata,2,11460,2655
1235,2026-06-11,C391,Perfume,Beauty,Pune,2,9192,3419
1241,2026-07-11,C414,Skincare Set,Beauty,Chennai,4,12244,4263
1242,2026-03-09,C474,Speaker,Electronics,Delhi,4,30176,5823
1255,2026-08-07,C082,Headphones,electronics,Mumbai,3,12285,2715
1256,2026-02-09,C409,Skincare Set,beauty,Bangalore,6,23220,7353
1258,2026-03-08,C262,Perfume,Beauty,Kolkata,5,24700,8980
1262,2026-05-01,C412,Smartwatch,Electronics,Delhi,3,50310,10361
1263,2026-04-10,C230,Table,Furniture,Pune,1,7998,1896
1264,2026-02-12,C197,Bookshelf,Furniture,Mumbai,1,10100,2238
1267,2026-01-01,C385,Perfume,Beauty,Chennai,2,11306,4219
1269,2026-06-05,C122,Shoes,Apparel,Hyderabad,2,4926,1183
1272,2026-07-05,C268,Speaker,Electronics,Pune,4,41072,6615
1277,2026-02-03,C314,Jeans,Apparel,Pune,5,5840,1629
1279,2026-03-04,C070,Laptop,Electronics,Pune,3,226152,28985
1280,2026-01-05,C400,Sofa,Furniture,Delhi,1,24998,3789
1282,2026-05-06,C262,Chair,Furniture,Chennai,6,22890,5007
1283,2026-02-08,C446,Desk,Furniture,Hyderabad,6,59718,15422
1284,2026-02-05,C397,Smartwatch,Electronics,Delhi,5,52260,9934
1286,2026-02-04,C158,Vacuum Cleaner,Home,Hyderabad,2,11498,1863
1288,2026-01-10,C384,Cookware Set,Home,Chennai,4,16084,3893
1292,2026-01-04,C442,Skincare Set,Beauty,Pune,2,3064,4449
1299,2026-01-05,C402,Phone,Electronics,Hyderabad,2,106208,14010
1300,2026-03-11,C074,Desk,Furniture,Delhi,3,16530,3471
1301,2026-05-04,C121,Chair,Furniture,bangalore,3,14310,2776
1302,2026-08-12,C368,Bookshelf,furniture,Mumbai,1,10734,2375
1306,2026-05-05,C267,Perfume,beauty,Chennai,3,15036,5935
1308,2026-05-05,C183,Speaker,ELECTRONICS,Chennai,3,16233,3106
1311,2026-04-11,C289,Cookware Set,Home,Kolkata,2,17966,3764
1312,2026-02-06,C210,Kurta,Apparel,Chennai,2,3912,4449
1313,2026-06-04,C242,T-Shirt,apparel,Mumbai,6,6750,1995
1314,2026-08-08,C470,Makeup Kit,Beauty,Mumbai,3,8046,2877
1316,2026-07-08,C291,Makeup Kit,Beauty,Bangalore,3,6552,2420
1320,2026-07-11,C442,Shoes,Apparel,Hyderabad,1,5352,1689
1324,2026-01-01,C456,Jacket,Apparel,delhi,4,9576,2495
1326,2026-04-09,C075,Desk,Furniture,bangalore,4,23616,6062
1328,2026-07-08,C306,Laptop,ELECTRONICS,Delhi,3,259881,27113
1333,2026-05-08,C238,Tablet,Electronics,Kolkata,5,134290,21379
1343,2026-02-07,C034,Cookware Set,Home,Bangalore,6,51750,12971
1345,2026-08-05,C404,Vacuum Cleaner,home,Hyderabad,4,54884,11109
1348,2026-06-08,C207,Perfume,Beauty,BANGALORE,3,17697,6724
1353,2026-08-11,C379,Vacuum Cleaner,Home,Chennai,6,52278,10421
1355,2026-04-01,C119,Headphones,Electronics,Kolkata,6,18006,3779
1357,2026-07-10,C070,T-Shirt,Apparel,Chennai,1,1138,286
1358,2026-06-01,C090,Perfume,beauty,mumbai,3,6678,2658
1360,2026-05-10,C221,Makeup Kit,Beauty,Kolkata,5,6395,2288
1366,2026-08-07,C336,Jacket,Apparel,pune,3,12633,3795
1367,2026-02-10,C092,Phone,Electronics,Mumbai,3,174816,18502
1369,2026-05-12,C074,T-Shirt,Apparel,BANGALORE,2,1106,311
1373,2026-08-05,C253,Makeup Kit,Beauty,chennai,6,19092,7355
1380,2026-02-11,C100,Speaker,Electronics,Chennai,6,51936,8786
1381,2026-02-10,C018,Desk,Furniture,Chennai,5,51765,9430
1382,2026-04-11,C245,Vacuum Cleaner,Home,Pune,5,76175,17912
1387,2026-02-06,C262,Cookware Set,Home,Chennai,4,29992,7721
1388,2026-02-08,C231,Smartwatch,Electronics,Chennai,3,44445,7546
1392,2026-06-04,C093,Phone,Electronics,Hyderabad,4,133172,18642
1396,2026-04-11,C141,Phone,electronics,kolkata,4,156268,18697
1399,2026-01-06,C012,Camera,ELECTRONICS,Delhi,6,194010,21836
1400,2026-05-07,C077,Makeup Kit,Beauty,Hyderabad,4,11724,4044
1403,2026-02-10,C012,Makeup Kit,Beauty,Hyderabad,4,17648,6445
1406,2026-02-09,C341,Cookware Set,Home,Pune,1,8747,1929
1407,2026-07-12,C010,Smartwatch,Electronics,Delhi,4,66492,10004
1409,2026-07-04,C403,Phone,Electronics,Chennai,6,324234,37116
1411,2026-03-08,C326,Blender,Home,Bangalore,6,27186,5481
1413,2026-04-03,C052,Perfume,Beauty,Hyderabad,5,15575,5115
1418,2026-06-11,C205,Makeup Kit,Beauty,Bangalore,5,18605,6301
1419,2026-01-05,C338,Blender,Home,Hyderabad,5,9240,1935
1421,2026-04-07,C154,Sofa,Furniture,mumbai,1,20053,3579
1422,2026-01-05,C447,Phone,Electronics,Mumbai,5,252030,27853
1425,2026-07-01,C113,Microwave,Home,Delhi,4,28056,5148
1430,2026-03-12,C446,Camera,ELECTRONICS,Pune,6,386496,44514
1434,2026-06-08,C198,T-Shirt,Apparel,Delhi,1,872,292
1443,2026-03-02,C391,Shoes,Apparel,Chennai,6,24372,6539
1449,2026-04-08,C227,Kurta,Apparel,Pune,5,6065,1530
1450,2026-04-09,C012,Blender,Home,Chennai,1,2846,558
1451,2026-02-03,C140,Skincare Set,Beauty,KOLKATA,1,2309,732
1454,2026-04-05,C137,Kurta,apparel,Hyderabad,2,4826,1338
1455,2026-02-04,C070,Bookshelf,Furniture,Chennai,3,17094,4449
1459,2026-04-10,C088,T-Shirt,Apparel,KOLKATA,3,1890,508
1461,2026-03-01,C010,Perfume,Beauty,Chennai,6,13728,4990
1465,2026-02-12,C141,Makeup Kit,Beauty,Chennai,6,10854,3447
1467,2026-05-06,C325,Cookware Set,Home,Chennai,2,15712,3022
1468,2026-04-09,C414,Headphones,Electronics,Chennai,1,4652,773
1470,2026-07-06,C004,Kurta,Apparel,Chennai,1,1661,560
1471,2026-07-07,C070,Unknown,Home,Pune,2,18814,3683
1472,2026-06-09,C447,Speaker,ELECTRONICS,Hyderabad,4,19924,3142
1474,2026-04-02,C300,Cookware Set,Home,Kolkata,3,17940,3712
1475,2026-05-12,C303,Laptop,Electronics,Chennai,4,330112,44730
1476,2026-05-02,C337,Vacuum Cleaner,Home,Pune,6,59406,14112
1478,2026-03-07,C452,Tablet,Electronics,Chennai,2,45948,6671
1479,2026-04-08,C221,Skincare Set,Beauty,Delhi,5,16975,5246
1481,2026-05-08,C262,Kurta,Apparel,Chennai,3,6699,2208
1491,2026-04-02,C367,Bookshelf,Furniture,Kolkata,3,26895,5292
1495,2026-03-08,C336,Sofa,furniture,Kolkata,1,44378,7644
1496,2026-03-12,C465,Smartwatch,Electronics,Hyderabad,4,47044,9445
1497,2026-05-07,C377,Perfume,Beauty,Pune,6,11472,3907
1498,2026-07-11,C115,T-Shirt,Apparel,Hyderabad,6,2634,794
1500,2026-05-12,C140,Tablet,Electronics,bangalore,2,65330,9895
1503,2026-07-02,C250,Camera,ELECTRONICS,Delhi,1,28760,4159
1504,2026-06-02,C299,Kurta,Apparel,Kolkata,6,13956,3672
1506,2026-06-12,C391,Speaker,Electronics,Mumbai,5,22180,3532
1508,2026-03-02,C041,Tablet,Electronics,CHENNAI,4,107652,11485
1509,2026-07-05,C373,Kurta,Apparel,Delhi,2,3778,989
1510,2026-05-04,C250,Blender,Home,Hyderabad,2,4570,991
1514,2026-01-05,C412,Desk,Furniture,Bangalore,6,83994,16016
1516,2026-06-05,C359,Desk,Furniture,Mumbai,1,13125,2556
1517,2026-03-05,C141,T-Shirt,Apparel,Mumbai,6,4272,1293
1522,2026-06-04,C070,Smartwatch,Electronics,CHENNAI,4,20820,3745
1523,2026-04-03,C470,Vacuum Cleaner,home,Mumbai,5,60720,12108
1531,2026-05-09,C357,Kurta,Apparel,Chennai,1,1194,379
1532,2026-02-09,C427,Vacuum Cleaner,Home,Kolkata,3,33993,6360
1534,2026-06-09,C249,Jacket,Apparel,Bangalore,4,16652,5728
1536,2026-05-05,C476,Headphones,Electronics,Bangalore,6,35298,6935
1540,2026-08-08,C460,Smartwatch,ELECTRONICS,Bangalore,6,80226,17068
1542,2026-04-08,C279,Tablet,Electronics,HYDERABAD,4,114268,13841
1554,2026-04-06,C413,Shoes,APPAREL,Bangalore,3,17841,5075
1556,2026-01-06,C299,Vacuum Cleaner,Home,Chennai,4,36824,6475
1557,2026-07-12,C121,Microwave,Home,Delhi,3,21441,3519
1559,2026-04-08,C043,Chair,Furniture,mumbai,6,36126,-2214
1561,2026-04-09,C179,Headphones,Electronics,Bangalore,6,13068,3052
1562,2026-05-12,C368,Camera,Electronics,Pune,5,268400,39086
1563,2026-04-01,C035,Headphones,Electronics,BANGALORE,6,24096,5005
1565,2026-07-07,C266,Tablet,Electronics,HYDERABAD,2,37278,3846
1567,2026-05-01,C163,Jeans,APPAREL,Mumbai,6,16458,4449
1578,2026-04-11,C402,Smartwatch,electronics,Bangalore,6,19266,3730
1579,2026-05-11,C479,Kurta,Apparel,CHENNAI,2,4646,1282
1580,2026-01-03,C184,Jacket,Apparel,CHENNAI,6,11454,3428
1582,2026-07-01,C211,Vacuum Cleaner,Home,hyderabad,4,62868,10763
1586,2026-08-07,C476,Smartwatch,ELECTRONICS,Delhi,4,21432,4238
1592,2026-01-12,C055,Chair,Furniture,delhi,2,12766,3205
1593,2026-04-04,C185,Chair,Furniture,Bangalore,4,27684,6437
1594,2026-07-09,C151,Vacuum Cleaner,Home,Mumbai,3,27672,5542
1595,2026-06-06,C155,Makeup Kit,Beauty,pune,1,1962,716
1596,2026-03-09,C122,Kurta,Apparel,Chennai,2,2042,645
1598,2026-06-07,C009,Shoes,Apparel,Bangalore,4,19312,6034
1602,2026-01-08,C348,Camera,Electronics,Bangalore,6,283560,35611
1611,2026-06-03,C306,Sofa,Furniture,Bangalore,2,88022,18990
1612,2026-08-05,C085,Blender,HOME,Kolkata,1,3500,567
1614,2026-03-09,C122,Phone,Electronics,Chennai,6,276978,36141
1615,2026-06-07,C468,Speaker,Electronics,Hyderabad,2,10506,1641
1617,2026-01-08,C306,Jeans,Apparel,BANGALORE,4,5096,1761
1621,2026-07-07,C117,Sofa,Furniture,Delhi,6,138618,28069
1623,2026-01-07,C395,Headphones,Electronics,Mumbai,5,18905,4551
1624,2026-07-05,C183,Desk,Furniture,Chennai,6,60534,14817
1629,2026-08-11,C479,Perfume,Beauty,Mumbai,1,5605,1734
1632,2026-02-12,C390,Jeans,Apparel,Chennai,3,6117,1601
1635,2026-01-10,C411,Perfume,Beauty,Hyderabad,6,10008,3826
1640,2026-01-10,C285,T-Shirt,Apparel,Mumbai,3,1512,422
1646,2026-02-02,C472,Skincare Set,Beauty,Kolkata,3,2460,822
1647,2026-04-03,C436,Kurta,Apparel,Pune,3,6834,2304
1648,2026-03-08,C407,Cookware Set,Home,Kolkata,1,7288,1603
1650,2026-08-11,C272,T-Shirt,Apparel,Bangalore,1,918,312
1652,2026-02-07,C215,Laptop,Electronics,Kolkata,3,175164,18708
1656,2026-06-02,C250,Skincare Set,Beauty,Mumbai,4,13012,4729
1657,2026-05-05,C044,Blender,Home,Delhi,3,8754,1506
1660,2026-08-12,C042,Bookshelf,Furniture,Pune,1,9441,2424
1661,2026-06-03,C428,Blender,Home,Pune,4,16748,3895
1662,2026-07-05,C250,Laptop,Electronics,Bangalore,2,144620,17507
1664,2026-06-05,C296,Chair,Furniture,Chennai,1,3056,716
1665,2026-03-09,C413,Laptop,Electronics,Chennai,6,233508,24262
1669,2026-02-08,C140,Smartwatch,Electronics,Kolkata,3,45801,9839
1671,2026-06-05,C402,Blender,Home,Pune,1,4768,979
1673,2026-03-06,C428,Jacket,Apparel,Mumbai,5,11900,-544
1674,2026-05-05,C439,Jacket,apparel,Hyderabad,5,17395,6003
1677,2026-04-01,C359,Chair,Furniture,Bangalore,3,18111,3743
1678,2026-08-08,C349,Jeans,Apparel,Pune,6,9768,3142
1680,2026-03-08,C387,Jeans,Apparel,Bangalore,2,2206,722
1681,2026-06-04,C079,Perfume,Beauty,Delhi,1,3771,1267
1685,2026-01-07,C413,Chair,Furniture,Kolkata,3,22083,5150
1687,2026-02-01,C177,Kurta,Apparel,Delhi,6,14094,4059
1691,2026-01-12,C415,Tablet,Electronics,Pune,4,86748,11929
1692,2026-01-01,C257,Makeup Kit,Beauty,Kolkata,1,1061,341
1693,2026-07-10,C002,Table,furniture,Mumbai,5,59945,13995
1694,2026-02-07,C151,Cookware Set,Home,Delhi,3,10536,2150
1695,2026-06-10,C308,Phone,Electronics,Hyderabad,4,213640,19627
1702,2026-07-04,C054,Bookshelf,Furniture,Delhi,5,32745,7915
1703,2026-08-10,C391,Phone,Electronics,Chennai,3,58182,6141
1704,2026-01-04,C266,Skincare Set,BEAUTY,Chennai,4,10108,3138
1705,2026-06-01,C473,Chair,Furniture,Kolkata,5,32765,6170
1707,2026-03-05,C315,T-Shirt,Apparel,hyderabad,2,1760,550
1708,2026-04-01,C465,Bookshelf,Furniture,Chennai,6,36930,7121
1709,2026-02-10,C053,Chair,Furniture,Bangalore,1,8914,1894
1710,2026-02-07,C465,Tablet,Electronics,mumbai,5,189725,22344
1711,2026-03-12,C353,Kurta,apparel,mumbai,1,2330,772
1712,2026-08-06,C035,Perfume,Beauty,Mumbai,2,9614,3091
1713,2026-03-05,C155,Microwave,Home,Chennai,6,65778,10249
1715,2026-07-06,C035,T-Shirt,apparel,DELHI,2,644,196
1717,2026-05-07,C183,Phone,Electronics,Hyderabad,5,99215,8359
1720,2026-02-08,C442,Headphones,Electronics,Mumbai,5,27905,4795
1724,2026-07-11,C068,Jacket,Apparel,Delhi,3,11394,3291
1727,2026-07-08,C012,Speaker,Electronics,Chennai,3,25755,4118
1732,2026-07-04,C234,Bookshelf,Furniture,Hyderabad,1,11137,2756
1733,2026-05-02,C141,Desk,Furniture,Delhi,1,8828,1591
1737,2026-04-09,C082,T-Shirt,Apparel,Bangalore,2,1404,366
1738,2026-05-05,C400,Jeans,Apparel,Delhi,4,6020,1954
1740,2026-06-10,C117,Bookshelf,Furniture,Kolkata,4,31564,6123
1742,2026-07-02,C349,Jacket,Apparel,HYDERABAD,3,5544,1424
1745,2026-08-09,C470,Bookshelf,Furniture,Bangalore,4,29340,5591
1747,2026-07-03,C227,Jeans,apparel,Hyderabad,6,7398,1891
1749,2026-07-08,C221,Camera,Electronics,Hyderabad,1,32333,3856
1752,2026-04-04,C141,Jeans,apparel,Chennai,4,10796,3200
1753,2026-07-05,C476,Skincare Set,Beauty,Mumbai,2,3376,1144
1754,2026-02-10,C216,Speaker,Electronics,Chennai,1,7789,4449
1757,2026-03-12,C114,Jacket,Apparel,Delhi,1,3073,959
1758,2026-06-02,C013,Phone,Electronics,Chennai,6,73200,9478
1761,2026-02-03,C438,Makeup Kit,Beauty,Chennai,6,16668,5659
1763,2026-05-09,C475,Jeans,Apparel,Mumbai,3,5193,1633
1771,2026-08-12,C070,Laptop,Electronics,Delhi,4,248112,20046
1772,2026-04-06,C014,Laptop,Electronics,Hyderabad,5,448740,50948
1774,2026-08-06,C308,Smartwatch,Electronics,Bangalore,6,109728,20600
1775,2026-05-06,C402,Camera,ELECTRONICS,Pune,1,47458,7566
1779,2026-07-05,C352,Blender,Home,pune,6,23424,4405
1780,2026-01-08,C227,Tablet,Electronics,Chennai,3,68727,8807
1786,2026-08-09,C402,Smartwatch,Electronics,Bangalore,4,39988,7327
1787,2026-04-06,C158,Headphones,Electronics,Kolkata,6,46026,9783
1789,2026-08-12,C005,Smartwatch,Electronics,Pune,3,36267,6619
1790,2026-05-12,C039,Blender,Home,Hyderabad,6,28308,5592
1792,2026-03-04,C248,Perfume,Beauty,Kolkata,2,9980,3167
1795,2026-08-04,C359,Tablet,Electronics,Hyderabad,2,32616,-1313
1797,2026-06-07,C395,Chair,Furniture,BANGALORE,2,16996,3847
1798,2026-04-07,C021,Table,Furniture,Mumbai,4,52616,11676
1800,2026-01-10,C053,Jacket,Apparel,Chennai,4,7464,2125
1801,2026-02-12,C128,Chair,Furniture,DELHI,2,7512,1684
1804,2026-01-01,C251,Jacket,Apparel,MUMBAI,2,7988,2455
1805,2026-02-12,C309,Jacket,Apparel,Hyderabad,5,18585,6298
1806,2026-06-01,C362,Phone,Electronics,Mumbai,3,94674,12709
1808,2026-01-03,C004,Desk,Furniture,Delhi,4,48400,9850
1810,2026-06-07,C262,Shoes,Apparel,Delhi,5,28195,9018
1811,2026-07-06,C049,Phone,Electronics,Delhi,2,49492,4534
1813,2026-06-01,C014,Smartwatch,Electronics,Hyderabad,6,72846,14895
1814,2026-06-09,C044,Tablet,Electronics,Pune,2,44348,5096
1820,2026-02-01,C106,Smartwatch,Electronics,hyderabad,1,4925,779
1830,2026-02-11,C442,Jacket,APPAREL,Hyderabad,1,2959,844
1834,2026-05-08,C409,T-Shirt,Apparel,Bangalore,1,356,112
1838,2026-03-11,C412,Speaker,Electronics,Hyderabad,6,22206,4449
1839,2026-02-01,C239,Camera,Electronics,Chennai,1,48162,6743
1850,2026-07-09,C178,Jacket,apparel,Unknown,4,11416,3429
1851,2026-07-05,C093,Laptop,Electronics,HYDERABAD,2,177782,22089
1855,2026-06-05,C273,Chair,Furniture,Hyderabad,1,7588,1917
1856,2026-02-07,C367,Blender,Home,Kolkata,5,18505,3347
1858,2026-04-08,C479,Vacuum Cleaner,Home,kolkata,6,42714,9586
1859,2026-06-09,C476,Shoes,Apparel,Hyderabad,3,9408,2583
1860,2026-02-01,C325,Jacket,Apparel,Delhi,4,6428,1638
1861,2026-08-08,C105,Table,Furniture,kolkata,3,36162,7568
1872,2026-02-07,C193,Microwave,home,Bangalore,3,26100,4483
1873,2026-05-07,C476,Bookshelf,Furniture,Bangalore,1,6090,1435
1883,2026-02-07,C141,Skincare Set,Beauty,Mumbai,3,3546,1199
1884,2026-02-12,C296,Bookshelf,Furniture,Kolkata,1,6063,1468
1887,2026-06-02,C314,Makeup Kit,BEAUTY,Bangalore,3,6318,2208
1888,2026-03-09,C315,Headphones,electronics,Hyderabad,6,39738,9627
1893,2026-01-08,C092,Makeup Kit,Beauty,Pune,6,22878,7398
1895,2026-03-09,C476,Blender,Home,Mumbai,2,4478,841
1899,2026-02-08,C131,Jacket,Apparel,mumbai,6,13584,4232
1901,2026-04-06,C233,Table,Furniture,delhi,3,55137,11604
1907,2026-04-01,C476,Shoes,Apparel,Delhi,4,18656,4189
1912,2026-05-06,C069,Laptop,ELECTRONICS,Bangalore,1,69195,8163
1914,2026-03-04,C241,Speaker,Electronics,hyderabad,1,4190,4449
1916,2026-07-03,C039,Kurta,Apparel,Mumbai,1,1266,327
1928,2026-08-05,C379,Laptop,Electronics,PUNE,4,303928,41126
1930,2026-02-01,C246,T-Shirt,Apparel,bangalore,5,3375,1101
1932,2026-04-05,C406,Speaker,Electronics,Pune,6,12744,2545
1937,2026-08-01,C140,Skincare Set,BEAUTY,Pune,2,6572,2512
1938,2026-01-10,C034,Laptop,electronics,delhi,3,184227,15845
1939,2026-03-07,C262,Microwave,Home,Mumbai,5,30565,5311
1946,2026-05-10,C257,Camera,Electronics,Chennai,3,177114,25836
1947,2026-05-07,C023,Kurta,Apparel,KOLKATA,6,14016,4394
1949,2026-02-10,C476,Vacuum Cleaner,Home,Bangalore,4,41148,8954
1950,2026-03-08,C474,Chair,Furniture,Pune,3,22335,4020
1952,2026-04-03,C470,Camera,Electronics,Hyderabad,2,67962,-2120
1953,2026-07-11,C321,Sofa,furniture,chennai,1,35194,6062
1955,2026-04-08,C241,Cookware Set,Home,Mumbai,6,30504,6822
1957,2026-03-08,C249,Headphones,Electronics,Chennai,6,44790,10447
1961,2026-05-02,C156,Cookware Set,Home,Bangalore,1,2075,485
1962,2026-01-02,C363,Bookshelf,Furniture,Kolkata,1,4849,981
1963,2026-03-11,C108,Laptop,Electronics,Delhi,5,304785,33426
1965,2026-07-12,C476,Blender,Home,DELHI,3,14562,2759
1967,2026-01-08,C342,Makeup Kit,Beauty,Hyderabad,6,29100,11103
1968,2026-04-09,C232,Blender,Home,Chennai,1,3444,554
1969,2026-08-12,C439,Chair,Furniture,bangalore,5,20930,5263
1970,2026-05-02,C090,Sofa,Furniture,Kolkata,4,105264,17844
1972,2026-07-11,C420,Perfume,Beauty,KOLKATA,3,15426,4832
1975,2026-07-05,C250,Laptop,Electronics,Kolkata,5,395025,53396
1976,2026-08-02,C309,Bookshelf,Furniture,Hyderabad,1,8830,1622
1979,2026-02-10,C013,Microwave,Home,Bangalore,4,22748,3205
1981,2026-04-08,C354,Microwave,home,Chennai,1,14743,2083
1984,2026-08-11,C331,Table,Furniture,hyderabad,3,24480,5490
1988,2026-05-04,C330,Headphones,Electronics,Hyderabad,6,26826,6215
1990,2026-03-08,C028,Jacket,Apparel,Pune,6,11160,3675
1991,2026-02-08,C476,Blender,Home,Hyderabad,2,8608,1699
1992,2026-04-08,C214,Table,Furniture,Kolkata,6,78198,17755
1994,2026-05-10,C396,Laptop,Electronics,Kolkata,3,255534,21094
